site,y.1,y.2,y.3,year,c.year,SITE,POINT,WMA,allgrss100,trees100,jdate.1,jdate.2,jdate.3,obs.1,obs.2,obs.3,minutes.1,minutes.2,minutes.3,cloud.1,cloud.2,cloud.3,wind.1,wind.2,wind.3,temp.1,temp.2,temp.3
SACW.8,0,0,NA,2,2011,SACW.8,8,SACW,0.208772,0.0531878,11141,11157,NA,WAA,MAM,NA,465,437,NA,50,75,NA,2.6,0,NA,18.6,23.2,NA
SACW.9,0,0,NA,2,2011,SACW.9,9,SACW,0.195149,0.047904,11141,11157,NA,WAA,MAM,NA,435,398,NA,35,90,NA,2.6,1.7,NA,18.1,21.7,NA
SPRING.1,0,0,0,2,2011,SPRING.1,1,SPRING,0.675812,0.101728,11126,11143,11179,AIL,AIL,CFJ,424,423,486,10,10,5,5.9,3.2,0,7.9,19,21.9
SPRING.2,0,0,0,2,2011,SPRING.2,2,SPRING,0.725308,0.109113,11126,11143,11179,AIL,AIL,CFJ,444,401,465,10,10,5,5,1.2,0,10.3,15.7,26.2
SPRING.3,0,0,0,2,2011,SPRING.3,3,SPRING,0.693574,0.105071,11126,11143,11179,CFJ,AIL,CFJ,422,443,515,5,12,3,5.5,2.3,0,11.1,19.9,23.6
SPRING.4,0,0,0,2,2011,SPRING.4,4,SPRING,0.675367,0.0912563,11126,11143,11179,CFJ,AIL,CFJ,465,475,526,3,10,3,6.1,5.5,1.3,11.9,20.7,21.9
SPRING.5,0,0,0,2,2011,SPRING.5,5,SPRING,0.66429,0.0983544,11126,11143,11179,CFJ,AIL,CFJ,440,457,501,5,8,3,6,3.3,1,7.7,18.8,22.9
SPRING.6,1,0,0,2,2011,SPRING.6,6,SPRING,0.590636,0.0823758,11126,11143,11179,JDW,CFJ,AIL,438,417,486,0,15,4,6.6,3.7,0.6,8,14.3,23.2
SPRING.7,0,0,0,2,2011,SPRING.7,7,SPRING,0.614763,0.0848267,11126,11143,11179,JDW,CFJ,AIL,424,439,501,0,15,5,6.8,5,0,7.5,17.1,23.4
SPRING.8,0,0,0,2,2011,SPRING.8,8,SPRING,0.58688,0.0989592,11126,11143,11179,JDW,CFJ,AIL,490,507,556,10,20,2,6.7,5.2,2,14.8,19.1,22.1
SPRING.9,1,0,0,2,2011,SPRING.9,9,SPRING,0.602795,0.0770602,11126,11143,11179,JDW,CFJ,AIL,413,460,513,0,15,2,3.5,3.3,0,9,15.6,22.4
TWIN.1,0,0,0,2,2011,TWIN.1,1,TWIN,0.509119,0.215966,11132,11155,11183,WAA,JAL,JAL,488,386,403,100,95,10,4.7,1.3,3.1,16.5,17.3,21.6
TWIN.2,0,0,0,2,2011,TWIN.2,2,TWIN,0.555145,0.199828,11132,11155,11183,AIL,AIL,AIL,504,412,417,100,100,5,1.4,1.9,0,20.5,24.9,25
TWIN.3,0,0,0,2,2011,TWIN.3,3,TWIN,0.553872,0.193526,11132,11155,11183,AIL,AIL,AIL,485,388,389,100,100,5,4.6,0,3.2,20.1,24.5,23.1
TWIN.4,0,0,0,2,2011,TWIN.4,4,TWIN,0.492568,0.258841,11132,11155,11183,WAA,JAL,JAL,514,426,434,100,95,5,2.5,0.8,1,16.4,24.1,24.4
TWIN.5,0,0,0,2,2011,TWIN.5,5,TWIN,0.495751,0.233822,11132,11155,11183,WAA,JAL,JAL,499,409,416,100,95,5,1.9,0,1.7,16.8,23.5,22
TWIN.6,0,0,0,2,2011,TWIN.6,6,TWIN,0.61368,0.165802,11132,11155,11183,AIL,AIL,AIL,468,447,461,15,100,15,1.6,3,3.1,20,23.4,19.7
TWIN.7,0,0,0,2,2011,TWIN.7,7,TWIN,0.557437,0.19604,11132,11155,11183,WAA,CFJ,JAL,419,396,483,10,100,5,2.4,2.9,3.9,18.7,21.4,24.4
TWIN.8,0,0,0,2,2011,TWIN.8,8,TWIN,0.564949,0.179107,11132,11155,11183,WAA,CFJ,JAL,456,431,546,100,100,40,3.3,4.4,3.2,16.5,22.1,27.2
TWIN.9,0,0,0,2,2011,TWIN.9,9,TWIN,0.572556,0.188242,11132,11155,11183,AIL,AIL,AIL,460,430,438,100,100,10,10.3,2.4,2.9,21.8,24.3,24.6
WANA.1,0,0,0,2,2011,WANA.1,1,WANA,0.242003,0.0119362,10115,10141,10190,GDG,CFJ,CFJ,405,444,388,1,30,4,3.8,2.1,0,8.1,12.9,16.6
WANA.2,0,0,0,2,2011,WANA.2,2,WANA,0.254989,0.0101537,10115,10141,10190,CFJ,CFJ,CFJ,417,413,372,0,30,3,4,2.4,0,5.3,10.1,15.3
WANA.3,0,0,0,2,2011,WANA.3,3,WANA,0.250056,0.0109495,10115,10141,10190,GDG,CFJ,CFJ,425,502,401,1,25,4,4.2,1.1,0,7.2,19.6,17.8
WANA.4,0,0,0,2,2011,WANA.4,4,WANA,0.251965,0.0098991,10115,10141,10190,GDG,CFJ,CFJ,444,485,475,1,25,4,5.5,2,1.1,8.8,18.6,18.5
WANA.5,0,0,0,2,2011,WANA.5,5,WANA,0.242066,0.0110768,10115,10141,10190,CFJ,CFJ,CFJ,429,400,358,0,30,5,3.8,0,0,9.7,13.4,16
WANA.6,0,0,0,2,2011,WANA.6,6,WANA,0.240761,0.0108858,10115,10141,10190,CFJ,CFJ,CFJ,463,365,335,3,25,5,1.4,2.3,0,17.2,10.3,14.7
WANA.7,0,0,0,2,2011,WANA.7,7,WANA,0.254321,0.0102174,10115,10141,10190,GDG,CFJ,CFJ,483,457,435,1,30,3,10.3,1.1,0,8.9,19.1,21.1
WANA.8,0,0,0,2,2011,WANA.8,8,WANA,0.248655,0.00935799,10115,10141,10190,GDG,CFJ,JDW,464,472,425,1,25,2,5.7,2.1,0,9.6,16.1,21.1
WANA.9,0,0,0,2,2011,WANA.9,9,WANA,0.227838,0.0124773,10115,10141,10190,CFJ,CFJ,CFJ,444,384,347,0,25,5,6.1,1.6,0,10.1,11.1,16.3
WFRONT.1,0,0,0,2,2011,WFRONT.1,1,WFRONT,0.182704,0.00381959,11125,11164,11180,JDW,CFJ,AIL,536,419,542,15,100,2,9.1,5.6,8.9,11.2,19.1,27.3
WFRONT.2,0,0,0,2,2011,WFRONT.2,2,WFRONT,0.222905,0.00321482,11125,11164,11180,AIL,JDW,CFJ,526,364,493,20,100,10,8.5,7.8,7,12.5,18.7,22.1
WFRONT.3,0,1,1,2,2011,WFRONT.3,3,WFRONT,0.114779,0.00394691,11125,11164,11180,AIL,JDW,CFJ,581,409,544,60,100,5,8.1,9.2,4.7,12.7,18.7,27.6
WFRONT.4,0,0,1,2,2011,WFRONT.4,4,WFRONT,0.153165,0.0037241,11125,11164,11180,AIL,JDW,CFJ,556,388,519,50,100,10,5.4,7.1,4.4,14.9,18.7,27.8
WFRONT.5,1,0,0,2,2011,WFRONT.5,5,WFRONT,0.124359,0.00366044,11125,11164,11180,AIL,JDW,CFJ,566,398,532,70,100,5,8,6.2,5.3,14.5,18.5,25.5
WFRONT.6,0,0,0,2,2011,WFRONT.6,6,WFRONT,0.198014,0.00346946,11125,11164,11180,AIL,JDW,CFJ,538,374,504,20,100,10,8.5,6.3,6.5,16.1,18,23.8
WFRONT.7,0,0,0,2,2011,WFRONT.7,7,WFRONT,0.208422,0.00381959,11125,11164,11180,JDW,CFJ,AIL,525,408,531,10,100,2,11.5,5,5.7,10.1,20,26.8
WFRONT.8,1,0,0,2,2011,WFRONT.8,8,WFRONT,0.274565,0.00305567,11125,11164,11180,JDW,CFJ,AIL,566,376,502,75,100,5,8.6,5,7.4,11.6,19.4,22.8
WFRONT.9,1,0,0,2,2011,WFRONT.9,9,WFRONT,0.259796,0.00321482,11125,11164,11180,JDW,CFJ,AIL,555,390,515,75,100,2,11.6,5.7,7.1,11.2,19.2,23.1
WSAC.1,0,0,NA,2,2011,WSAC.1,1,WSAC,0.125537,0.00416972,11141,11157,NA,MAM,WAA,NA,380,478,NA,40,0,NA,0,6.1,NA,15.7,21.2,NA
WSAC.2,0,0,NA,2,2011,WSAC.2,2,WSAC,0.0919248,0.00413789,11141,11157,NA,JDW,JDW,NA,379,490,NA,50,40,NA,0,3.8,NA,13.7,21.3,NA
WSAC.3,0,0,NA,2,2011,WSAC.3,3,WSAC,0.0951077,0.00407423,11141,11157,NA,MAM,WAA,NA,415,496,NA,30,0,NA,0,5.4,NA,10.9,22.9,NA
WSAC.4,0,0,NA,2,2011,WSAC.4,4,WSAC,0.106694,0.00423338,11141,11157,NA,WAA,MAM,NA,361,479,NA,35,45,NA,1.1,2.2,NA,9.8,19.3,NA
WSAC.5,0,0,NA,2,2011,WSAC.5,5,WSAC,0.12802,0.00506095,11141,11157,NA,JDW,JDW,NA,411,504,NA,55,30,NA,0.8,4,NA,16.2,23.8,NA
WSAC.6,0,0,NA,2,2011,WSAC.6,6,WSAC,0.102206,0.00416972,11141,11157,NA,MAM,WAA,NA,399,488,NA,25,0,NA,0.6,0,NA,14,18.1,NA
WSAC.7,0,0,NA,2,2011,WSAC.7,7,WSAC,0.0964764,0.00410606,11141,11157,NA,JDW,JDW,NA,390,481,NA,45,40,NA,1.4,5.2,NA,10.6,20.5,NA
WSAC.8,0,0,NA,2,2011,WSAC.8,8,WSAC,0.0896967,0.00407423,11141,11157,NA,WAA,MAM,NA,385,503,NA,25,35,NA,2.3,2.9,NA,9.5,21.6,NA
WSAC.9,0,0,NA,2,2011,WSAC.9,9,WSAC,0.0939937,0.00416972,11141,11157,NA,WAA,MAM,NA,375,490,NA,30,45,NA,1,3.3,NA,9.6,21.9,NA
YANK.1,0,0,0,2,2011,YANK.1,1,YANK,0.408951,0.101951,11123,11144,11179,CFJ,AIL,CFJ,423,414,389,10,45,5,1.6,0,0.7,12.3,19.5,20.9
YANK.2,0,0,0,2,2011,YANK.2,2,YANK,0.46408,0.0992456,11123,11144,11179,JDW,AIL,CFJ,399,472,442,5,100,5,1.5,2.7,0,8,21.6,25.6
YANK.3,0,0,0,2,2011,YANK.3,3,YANK,0.464335,0.0952032,11123,11144,11179,CFJ,CFJ,AIL,441,421,399,65,30,10,0,0.8,0,2,17.7,18.6
YANK.4,0,0,0,2,2011,YANK.4,4,YANK,0.450011,0.0992456,11123,11144,11179,CFJ,AIL,CFJ,405,455,427,10,100,5,2,1.5,0,12.2,20.9,23.6
YANK.5,0,0,0,2,2011,YANK.5,5,YANK,0.427412,0.0948531,11123,11144,11179,JDW,CFJ,AIL,458,387,373,50,40,8,1.7,1.1,0,4.6,20,18.5
YANK.6,NA,0,0,2,2011,YANK.6,6,YANK,0.410542,0.101474,NA,11144,11179,NA,AIL,CFJ,NA,425,402,NA,80,5,NA,0,0,NA,21.1,21.7
YANK.7,0,0,0,2,2011,YANK.7,7,YANK,0.4679,0.0964128,11123,11144,11179,JDW,CFJ,AIL,415,471,431,10,20,5,2.1,0.9,0,3.4,21.5,19.3
YANK.8,0,0,0,2,2011,YANK.8,8,YANK,0.473056,0.097113,11123,11144,11179,JDW,CFJ,AIL,426,449,418,10,30,10,0,0.8,0,7,19.4,18.7
YANK.9,0,0,0,2,2011,YANK.9,9,YANK,0.401598,0.103352,11123,11144,11179,CFJ,AIL,CFJ,463,393,372,10,75,5,0.9,0,0,10.5,19.4,21.6
ALEX.1,0,0,0,3,2012,ALEX.1,1,ALEX,0.494605,0.116275,12126,12154,12178,JDW,CRG,CRG,452,540,367,25,0,20,2.3,2.9,2.1,21.5,24.8,22
ALEX.2,0,0,0,3,2012,ALEX.2,2,ALEX,0.503613,0.125983,12126,12154,12178,JDW,CRG,CRG,485,484,397,90,0,0,0,4.8,3.1,24.7,18.3,21.9
ALEX.3,0,0,0,3,2012,ALEX.3,3,ALEX,0.496196,0.138269,12126,12154,12178,JDW,CRG,CRG,469,470,382,75,0,0,1.8,5.9,3.3,21.4,16.8,21.3
ALEX.4,0,0,0,3,2012,ALEX.4,4,ALEX,0.488748,0.111691,12126,12154,12178,JDW,CRG,CRG,394,579,522,40,0,0,1.3,2.8,3.6,20.3,20.9,26.2
ALEX.5,1,0,0,3,2012,ALEX.5,5,ALEX,0.490944,0.104179,12126,12154,12178,JDW,CRG,CRG,408,560,483,40,0,0,3.3,6.8,7.5,22,22.5,25.2
ALEX.6,0,0,0,3,2012,ALEX.6,6,ALEX,0.495783,0.104657,12126,12154,12178,JDW,CRG,CRG,527,399,457,60,10,0,2.4,2.3,5.8,26.5,16,22.9
ALEX.7,0,0,0,3,2012,ALEX.7,7,ALEX,0.509979,0.113155,12126,12154,12178,JDW,CRG,CRG,432,522,502,15,0,0,1,5.6,6,22.5,19.3,24.6
ALEX.8,0,0,0,3,2012,ALEX.8,8,ALEX,0.518987,0.131426,12126,12154,12178,JDW,CRG,CRG,506,455,418,65,5,15,2.2,3,6.3,25.9,16.2,21.9
ALEX.9,0,0,0,3,2012,ALEX.9,9,ALEX,0.480918,0.100105,12126,12154,12178,JDW,CRG,CRG,380,594,541,30,0,0,0,1,2.8,22.2,24.5,25.4
BBOW.1,0,0,0,3,2012,BBOW.1,1,BBOW,0.685011,0.0649012,12123,12153,12177,CRG,CRG,CRG,398,503,434,20,50,95,4.1,1.6,6.5,20.5,15.4,23.5
BBOW.2,0,0,0,3,2012,BBOW.2,2,BBOW,0.691473,0.0655378,12123,12153,12177,CRG,CRG,CRG,479,489,424,5,50,90,6.1,1.3,6.7,23.5,12.4,23.8
BBOW.3,0,0,0,3,2012,BBOW.3,3,BBOW,0.694656,0.0649648,12123,12153,12177,CRG,CRG,CRG,465,446,391,5,20,70,9.2,2,4,20.8,15,23.9
BBOW.4,0,0,0,3,2012,BBOW.4,4,BBOW,0.68743,0.0673202,12123,12153,12177,CRG,CRG,CRG,451,457,401,5,15,85,9.3,1.9,2.2,21.7,15.5,24.1
BBOW.5,0,0,0,3,2012,BBOW.5,5,BBOW,0.683961,0.064933,12123,12153,12177,CRG,CRG,CRG,432,473,413,10,40,90,3.9,1,3.2,20.8,16,24.5
BBOW.6,0,0,0,3,2012,BBOW.6,6,BBOW,0.677913,0.0663972,12123,12153,12177,CRG,CRG,CRG,546,385,464,5,20,95,10,1.1,4.3,25.5,13.5,24.3
BBOW.7,0,0,0,3,2012,BBOW.7,7,BBOW,0.67559,0.0633733,12123,12153,12177,CRG,CRG,CRG,529,369,450,5,30,95,9.3,1.3,4.7,24.9,11,23.9
BBOW.8,0,0,0,3,2012,BBOW.8,8,BBOW,0.68708,0.0703759,12123,12153,12177,CRG,CRG,CRG,508,416,365,5,20,75,10.9,1.4,5,23.5,13,24.1
BBOW.9,0,0,0,3,2012,BBOW.9,9,BBOW,0.695674,0.0693574,12123,12153,12177,CRG,CRG,CRG,493,431,377,5,30,70,9.3,3.3,6.6,22.6,13.5,23.9
BYRON.1,0,0,0,3,2012,BYRON.1,1,BYRON,0.64637,0.00346946,12136,12167,12191,CRG,JDW,CRG,385,453,446,5,65,30,0.7,2.6,5.2,14.7,18.3,20.9
BYRON.2,0,0,0,3,2012,BYRON.2,2,BYRON,0.701818,0.00346946,12136,12167,12191,CRG,JDW,CRG,402,465,429,5,55,40,5.2,5.9,2.7,12.7,19.6,19.9
BYRON.3,0,0,0,3,2012,BYRON.3,3,BYRON,0.695547,0.00346946,12136,12167,12191,CRG,JDW,CRG,417,478,415,5,50,50,6.1,3.4,3,10.6,20.7,17.8
BYRON.4,0,0,0,3,2012,BYRON.4,4,BYRON,0.741032,0.00324665,12136,12167,12191,CRG,JDW,CRG,436,499,401,5,45,50,6.5,5.7,2,11.6,20.5,19.1
BYRON.5,0,0,0,3,2012,BYRON.5,5,BYRON,0.788777,0.00324665,12136,12167,12191,CRG,JDW,CRG,452,510,385,5,50,40,5.2,2.8,1.8,11.6,20.3,20.1
BYRON.6,0,1,0,3,2012,BYRON.6,6,BYRON,0.560493,0.00324665,12136,12167,12191,CRG,JDW,CRG,488,439,460,5,45,25,5.8,2.9,2.6,15.6,16.9,23.8
BYRON.7,0,0,0,3,2012,BYRON.7,7,BYRON,0.508642,0.00324665,12136,12167,12191,CRG,JDW,CRG,548,427,479,0,55,20,8.4,0,5.1,21,17.6,22.6
BYRON.8,0,0,0,3,2012,BYRON.8,8,BYRON,0.531496,0.00324665,12136,12167,12191,CRG,JDW,CRG,514,411,494,0,50,10,8.2,1.6,3.8,18.9,16.7,23.3
BYRON.9,0,0,0,3,2012,BYRON.9,9,BYRON,0.512971,0.00324665,12136,12167,12191,CRG,JDW,CRG,530,397,509,0,60,10,6.6,0,4.4,19.7,21.2,24.5
CECIL.1,0,0,0,3,2012,CECIL.1,1,CECIL,0.612726,0.0150874,12121,12149,12174,JDW,CRG,CRG,401,516,408,100,0,5,0,8.3,1.5,13.8,22.5,16
CECIL.3,1,1,0,3,2012,CECIL.3,3,CECIL,0.591527,0.0150237,12121,12149,12174,JDW,CRG,CRG,453,498,426,100,0,5,0,6.8,2.9,12,24.3,17.3
CECIL.5,0,0,0,3,2012,CECIL.5,5,CECIL,0.59767,0.0146736,12121,12149,12174,JDW,CRG,CRG,418,555,369,100,0,5,0,6.3,1.1,11.2,23.9,15.5
CECIL.7,1,0,0,3,2012,CECIL.7,7,CECIL,0.613235,0.0143871,12121,12149,12174,JDW,CRG,CRG,383,533,391,100,0,5,2.5,8.1,1.4,10.2,23.3,14.7
CECIL.9,0,1,0,3,2012,CECIL.9,9,CECIL,0.575453,0.0157876,12121,12149,12174,JDW,CRG,CRG,439,577,347,100,0,5,2.9,6.4,0.9,11.1,25.1,17.8
CJFARMS.1,0,0,0,3,2012,CJFARMS.1,1,CJFARMS,0.657574,0.0305567,12142,12169,12192,JDW,CRG,JDW,475,383,434,25,30,0,4.2,2.3,4.1,12.2,19.3,17.8
CJFARMS.2,0,0,0,3,2012,CJFARMS.2,2,CJFARMS,0.65977,0.029761,12142,12170,12192,JDW,CRG,JDW,464,449,421,25,10,0,4.7,1.7,2.5,12.6,24.5,17.6
CJFARMS.3,0,0,0,3,2012,CJFARMS.3,3,CJFARMS,0.576089,0.00878505,12142,12170,12192,JDW,CRG,JDW,427,474,480,30,5,0,5,3.3,5.1,10.2,24.5,21.8
CJFARMS.4,0,0,0,3,2012,CJFARMS.4,4,CJFARMS,0.569755,0.00413789,12142,12170,12192,JDW,CRG,JDW,437,534,464,25,2,0,4.8,2.8,2.5,10.8,27,21.4
CJFARMS.5,0,0,0,3,2012,CJFARMS.5,5,CJFARMS,0.4926,0.00343763,12142,12170,12192,JDW,CRG,JDW,390,514,506,30,0,0,2.6,6.1,4.8,10.2,27.7,23.1
CJFARMS.6,0,0,0,3,2012,CJFARMS.6,6,CJFARMS,0.50635,0.00327848,12142,12170,12192,JDW,CRG,JDW,402,402,519,35,30,0,2.3,5.2,5.4,11.6,21.4,24.3
CJFARMS.7,0,0,0,3,2012,CJFARMS.7,7,CJFARMS,0.607442,0.0228857,12142,12170,12192,JDW,CRG,JDW,516,421,403,35,20,0,6.1,3.2,4.2,13.3,22.3,18.2
CJFARMS.8,0,0,0,3,2012,CJFARMS.8,8,CJFARMS,0.605723,0.02209,12142,12169,12192,JDW,CRG,JDW,499,396,390,30,25,0,8,3.3,3.5,12.4,18.6,17.5
CJFARMS.9,0,NA,0,3,2012,CJFARMS.9,9,CJFARMS,0.533087,0.023395,12142,NA,12187,JDW,NA,CRG,543,NA,485,15,NA,80,7.4,NA,3.5,14.8,NA,28.5
CJFARMS.10,0,0,0,3,2012,CJFARMS.10,10,CJFARMS,0.504822,0.017029,12142,12169,12187,JDW,CRG,CRG,556,453,504,20,20,70,11.3,3.6,2.7,15.3,20.2,30.7
CJFARMS.11,0,0,0,3,2012,CJFARMS.11,11,CJFARMS,0.502371,0.0169335,12142,12169,12187,CRG,CRG,CRG,546,436,561,20,20,70,8.9,5.2,3.8,16.7,19.6,32.3
CJFARMS.12,0,0,0,3,2012,CJFARMS.12,12,CJFARMS,0.489194,0.0147372,12142,12169,12187,CRG,CRG,CRG,561,497,546,20,10,60,8.9,4.5,6.2,17.2,21.3,31.7
CJFARMS.13,0,0,0,3,2012,CJFARMS.13,13,CJFARMS,0.373174,0.0206894,12142,12169,12187,CRG,CRG,CRG,496,510,445,40,10,80,7.1,7.7,2.3,15.7,20.9,26.6
CJFARMS.14,0,0,0,3,2012,CJFARMS.14,14,CJFARMS,0.363593,0.0207213,12142,12169,12187,CRG,CRG,CRG,484,565,433,30,10,80,6,7.2,1.4,13.5,26.5,25.6
CJFARMS.15,0,0,NA,3,2012,CJFARMS.15,15,CJFARMS,0.521947,0.0323073,12142,12169,NA,CRG,CRG,NA,401,546,NA,30,10,NA,0.9,3.8,NA,14.7,28.2,NA
CJFARMS.16,0,0,NA,3,2012,CJFARMS.16,16,CJFARMS,0.546774,0.0343763,12142,12170,NA,CRG,CRG,NA,416,568,NA,30,0,NA,1,3.4,NA,15,30.2,NA
DIAM.1,0,0,0,3,2012,DIAM.1,1,DIAM,0.541363,0.0822803,12119,12150,12177,JDW,JDW,JDW,519,375,492,75,0,85,2.6,3.1,5.5,10.7,16.2,25.3
DIAM.2,0,0,0,3,2012,DIAM.2,2,DIAM,0.577522,0.0593946,12119,12150,12177,JDW,JDW,JDW,450,445,470,95,10,80,5.9,7.3,3,8.9,16.5,26.3
DIAM.3,0,0,0,3,2012,DIAM.3,3,DIAM,0.558042,0.0643601,12119,12150,12177,JDW,JDW,JDW,492,406,433,65,5,65,9.2,7,1.4,9.5,15.4,25.7
DIAM.4,0,0,0,3,2012,DIAM.4,4,DIAM,0.568259,0.0676385,12119,12150,12177,JDW,JDW,JDW,435,434,460,95,10,75,4.8,5.5,4,9,16.3,24.6
DIAM.5,0,0,1,3,2012,DIAM.5,5,DIAM,0.562434,0.0585352,12119,12150,12177,JDW,JDW,JDW,390,488,386,85,30,65,6,12.9,0,8.5,16.7,23.8
DIAM.6,0,0,0,3,2012,DIAM.6,6,DIAM,0.553554,0.0527103,12119,12150,12177,JDW,JDW,JDW,404,478,375,75,25,70,8.7,6.8,2.3,8.5,16.6,23.3
DIAM.7,0,0,0,3,2012,DIAM.7,7,DIAM,0.530604,0.0790018,12119,12150,12177,JDW,JDW,JDW,544,360,504,55,5,75,3.1,2.1,6.3,10.7,13.6,25
DIAM.8,0,0,0,3,2012,DIAM.8,8,DIAM,0.556864,0.070917,12119,12150,12177,JDW,JDW,JDW,475,394,420,60,0,65,4.8,2.2,0.6,8.9,15.6,24.8
DIAM.9,0,0,0,3,2012,DIAM.9,9,DIAM,0.580832,0.0591718,12119,12150,12177,JDW,JDW,JDW,418,457,402,75,10,75,5.8,8.9,2,9,16.4,23.8
EVERS.1,0,0,0,3,2012,EVERS.1,1,EVERS,0.429035,0.0799567,12121,12149,12174,JDW,CRG,CRG,551,367,518,85,10,0,0.9,1,3.7,15,20.4,20.3
EVERS.2,0,0,0,3,2012,EVERS.2,2,EVERS,0.42668,0.0798294,12121,12149,12174,JDW,CRG,CRG,540,382,532,95,15,0,3.3,1.3,2.4,14.5,20.7,20
EVERS.5,0,0,0,3,2012,EVERS.5,5,EVERS,0.44304,0.0656014,12121,12149,12174,JDW,CRG,CRG,521,405,550,100,5,5,0,1,2.8,13.1,21.9,22.8
EVERS.8,0,0,0,3,2012,EVERS.8,8,EVERS,0.459751,0.0541745,12121,12149,12174,JDW,CRG,CRG,484,431,474,100,5,0,2.4,2.5,2.3,10.9,20.9,18.3
EVERS.9,1,0,0,3,2012,EVERS.9,9,EVERS,0.44199,0.0649967,12121,12149,12174,JDW,CRG,CRG,504,450,493,100,0,0,2.2,2.8,1.7,11,24.2,18.9
FLOYD.1,0,0,0,3,2012,FLOYD.1,1,FLOYD,0.56183,0.166057,12124,12151,12179,CRG,CRG,CRG,411,498,440,30,5,0,3.3,12.4,5,19.4,16.5,27.2
FLOYD.2,0,0,0,3,2012,FLOYD.2,2,FLOYD,0.551167,0.144731,12124,12151,12179,CRG,CRG,CRG,426,511,451,30,5,0,9.9,8.5,6.1,17.4,17.6,27.7
FLOYD.3,0,0,0,3,2012,FLOYD.3,3,FLOYD,0.548111,0.143107,12124,12151,12179,CRG,CRG,CRG,440,524,463,200,5,0,3.6,8.7,5.3,17.8,19.4,28.3
FLOYD.4,0,0,0,3,2012,FLOYD.4,4,FLOYD,0.531241,0.0908744,12124,12151,12179,CRG,CRG,CRG,479,470,356,30,10,10,11,11.5,7.9,20.4,15,26
FLOYD.5,0,0,0,3,2012,FLOYD.5,5,FLOYD,0.520387,0.0905879,12124,12151,12179,CRG,CRG,CRG,492,457,367,30,15,10,6.8,11.8,6.2,16.7,15.7,26
FLOYD.6,0,0,0,3,2012,FLOYD.6,6,FLOYD,0.496833,0.0825349,12124,12151,12179,CRG,CRG,CRG,560,439,379,80,25,10,12.4,8.2,9.3,22.4,14.7,26.1
FLOYD.7,0,0,0,3,2012,FLOYD.7,7,FLOYD,0.491295,0.0605086,12124,12151,12179,CRG,CRG,CRG,546,425,404,70,30,0,8.6,6,9.8,20.5,16.3,26.2
FLOYD.8,0,0,0,3,2012,FLOYD.8,8,FLOYD,0.510265,0.0776013,12124,12151,12179,CRG,CRG,CRG,509,407,393,40,30,0,6.8,1.7,8.7,20.4,15.1,26
FLOYD.9,0,0,0,3,2012,FLOYD.9,9,FLOYD,0.516313,0.0586307,12124,12151,12179,CRG,CRG,CRG,529,386,420,50,20,0,4.8,5.2,7.5,23,13.2,26.5
GESS.1,0,0,0,3,2012,GESS.1,1,GESS,0.738422,0.0024509,12137,12159,12185,CRG,JDW,JDW,455,389,506,5,85,5,4.4,3.9,5.8,11.2,15.6,25.5
GESS.2,0,0,0,3,2012,GESS.2,2,GESS,0.750263,0.00155967,12137,12159,12185,CRG,JDW,JDW,441,403,494,5,85,10,1.3,3.9,4.8,13,15.3,24.7
GESS.3,0,0,0,3,2012,GESS.3,3,GESS,0.74953,0,12137,12159,12185,CRG,JDW,JDW,419,422,476,5,80,10,1.8,1.7,2.9,11.6,15.4,25.2
GESS.4,0,0,0,3,2012,GESS.4,4,GESS,0.734793,0,12137,12159,12185,CRG,JDW,JDW,404,435,460,5,80,15,4.4,0,6.8,11,15.5,23.3
GESS.5,0,0,0,3,2012,GESS.5,5,GESS,0.706083,0.000190979,12137,12159,12185,CRG,JDW,JDW,508,452,447,5,65,25,9.1,3.9,3.6,13.9,16.2,22.6
GESS.6,0,0,0,3,2012,GESS.6,6,GESS,0.702295,0.000190979,12137,12159,12185,CRG,JDW,JDW,516,465,386,0,75,55,7,5.1,1.9,17,16.1,20.8
GESS.7,0,0,0,3,2012,GESS.7,7,GESS,0.718019,0,12137,12159,12185,CRG,JDW,JDW,546,489,418,0,70,40,12.9,4.6,2.2,17.3,17.3,21.1
GESS.8,0,0,0,3,2012,GESS.8,8,GESS,0.70742,9.54897E-05,12137,12159,12185,CRG,JDW,JDW,533,477,407,0,65,50,8.5,5.8,1.4,18.2,16.6,20.9
GESS.9,0,0,0,3,2012,GESS.9,9,GESS,0.71525,0,12137,12159,12185,CRG,JDW,JDW,557,500,430,5,65,30,10.7,4.9,3.8,18,18.3,20.8
HAM.1,0,0,0,3,2012,HAM.1,1,HAM,0.706878,0.0232677,12135,12163,12186,CRG,JDW,CRG,508,490,389,0,0,30,1.1,8.6,3.7,17.6,16.4,24
HAM.2,0,0,0,3,2012,HAM.2,2,HAM,0.698221,0.00824394,12135,12163,12186,CRG,JDW,CRG,472,480,404,0,0,30,2.6,9.1,1.1,16.3,15.4,24.9
HAM.3,0,0,0,3,2012,HAM.3,3,HAM,0.673616,0.00875322,12135,12163,12186,CRG,JDW,CRG,490,467,419,0,0,30,1.4,3.7,1.1,16,15.2,24.8
HAM.4,0,0,0,3,2012,HAM.4,4,HAM,0.684979,0.00302384,12135,12163,12186,CRG,JDW,CRG,454,453,422,0,0,20,2.4,7,2.4,12.3,14.2,25.4
